VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,election_zone,winner_name,winner_party,winner_votes,recall_agree_votes,recall_disagree_votes,compared_with,gap,recall_valid_votes,recall_eligible_voters,eligible_voters_election
66000010003,臺中市,中區,綠川里,臺中市第06選區,江肇國,民主進步黨,537,404,393,recall_agree_votes,133,797,1451,1423
68000100036,桃園市,平鎮區,北富里,桃園市第05選區,劉仁照,民主進步黨,1083,950,1077,recall_agree_votes,133,2027,3568,3686
65000250006,新北市,雙溪區,牡丹里,新北市第12選區,賴品妤,民主進步黨,376,244,311,recall_agree_votes,132,555,1272,1331
66000010005,臺中市,中區,光復里,臺中市第06選區,江肇國,民主進步黨,599,467,492,recall_agree_votes,132,959,1734,1810
68000110018,桃園市,新屋區,深圳里,桃園市第02選區,黃世杰,民主進步黨,273,141,200,recall_agree_votes,132,341,596,603
65000260009,新北市,貢寮區,福連里,新北市第12選區,賴品妤,民主進步黨,305,173,150,recall_agree_votes,132,323,803,840
10009190014,雲林縣,口湖鄉,台子村,雲林縣第01選區,蘇治芬,民主進步黨,611,480,331,recall_agree_votes,131,811,1747,1813
10009050008,雲林縣,土庫鎮,埤腳里,雲林縣第01選區,蘇治芬,民主進步黨,380,250,303,recall_agree_votes,130,553,1116,1159
65000030091,新北市,中和區,國華里,新北市第08選區,吳崢,民主進步黨,913,783,844,recall_agree_votes,130,1627,2848,2877
65000030083,新北市,中和區,中山里,新北市第08選區,吳崢,民主進步黨,696,567,681,recall_agree_votes,129,1248,2291,2313
65000100013,新北市,淡水區,水源里,新北市第01選區,何博文,民主進步黨,649,521,471,recall_agree_votes,128,992,1860,1875
65000030058,新北市,中和區,嘉穗里,新北市第08選區,吳崢,民主進步黨,799,672,736,recall_agree_votes,127,1408,2496,2401
68000010027,桃園市,桃園區,南華里,桃園市第04選區,范綱祥,民主進步黨,477,350,317,recall_agree_votes,127,667,1275,1284
10009170013,雲林縣,元長鄉,下寮村,雲林縣第01選區,蘇治芬,民主進步黨,429,303,387,recall_agree_votes,126,690,1381,1396
10009200008,雲林縣,水林鄉,蘇秦村,雲林縣第01選區,蘇治芬,民主進步黨,331,205,138,recall_agree_votes,126,343,863,892
66000050027,臺中市,北區,六合里,臺中市第05選區,莊競程,民主進步黨,565,440,414,recall_agree_votes,125,854,1654,1660
65000270007,新北市,金山區,重和里,新北市第12選區,賴品妤,民主進步黨,387,262,247,recall_agree_votes,125,509,1160,1110
68000030022,桃園市,大溪區,瑞源里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,974,849,1007,recall_agree_votes,125,1856,3430,3455
66000010006,臺中市,中區,柳川里,臺中市第06選區,江肇國,民主進步黨,535,411,476,recall_agree_votes,124,887,1873,1813
10009190004,雲林縣,口湖鄉,埔北村,雲林縣第01選區,蘇治芬,民主進步黨,284,161,169,recall_agree_votes,123,330,789,834
68000010031,桃園市,桃園區,北門里,桃園市第04選區,范綱祥,民主進步黨,576,453,455,recall_agree_votes,123,908,1624,1654
68000010009,桃園市,桃園區,永興里,桃園市第04選區,范綱祥,民主進步黨,603,481,432,recall_agree_votes,122,913,1798,1768
68000120008,桃園市,觀音區,新興里,桃園市第02選區,黃世杰,民主進步黨,299,178,246,recall_agree_votes,121,424,767,753
66000010004,臺中市,中區,公園里,臺中市第06選區,江肇國,民主進步黨,471,350,357,recall_agree_votes,121,707,1359,1326
10009180008,雲林縣,四湖鄉,蔡厝村,雲林縣第01選區,蘇治芬,民主進步黨,260,140,155,recall_agree_votes,120,295,735,775
68000030012,桃園市,大溪區,義和里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,630,510,346,recall_agree_votes,120,856,1613,1618
68000070017,桃園市,龜山區,龍壽里,桃園市第01選區,鄭運鵬,民主進步黨,639,520,274,recall_agree_votes,119,794,1580,1601
65000120003,新北市,瑞芳區,龍鎮里,新北市第12選區,賴品妤,民主進步黨,378,259,335,recall_agree_votes,119,594,1106,1150
10009180021,雲林縣,四湖鄉,萡東村,雲林縣第01選區,蘇治芬,民主進步黨,341,222,130,recall_agree_votes,119,352,928,950
68000080050,桃園市,八德區,福德里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,701,582,868,recall_agree_votes,119,1450,2834,2703
10009200014,雲林縣,水林鄉,大溝村,雲林縣第01選區,蘇治芬,民主進步黨,347,229,190,recall_agree_votes,118,419,876,916
65000030056,新北市,中和區,民享里,新北市第08選區,吳崢,民主進步黨,729,612,658,recall_agree_votes,117,1270,2071,2117
65000010108,新北市,板橋區,正泰里,新北市第07選區,羅致政,民主進步黨,874,758,744,recall_agree_votes,116,1502,2444,2494
65000120033,新北市,瑞芳區,鼻頭里,新北市第12選區,賴品妤,民主進步黨,238,122,157,recall_agree_votes,116,279,775,796
10009050017,雲林縣,土庫鎮,新庄里,雲林縣第01選區,蘇治芬,民主進步黨,427,311,357,recall_agree_votes,116,668,1282,1338
65000110038,新北市,汐止區,環河里,新北市第12選區,賴品妤,民主進步黨,465,350,237,recall_agree_votes,115,587,1040,1102
10009180016,雲林縣,四湖鄉,萡子村,雲林縣第01選區,蘇治芬,民主進步黨,292,178,103,recall_agree_votes,114,281,756,805
10009170002,雲林縣,元長鄉,長北村,雲林縣第01選區,蘇治芬,民主進步黨,413,299,349,recall_agree_votes,114,648,1324,1375
10009150006,雲林縣,褒忠鄉,有才村,雲林縣第01選區,蘇治芬,民主進步黨,263,149,216,recall_agree_votes,114,365,770,788
65000010126,新北市,板橋區,歡園里,新北市第07選區,羅致政,民主進步黨,413,301,256,recall_agree_votes,112,557,952,1003
10009180012,雲林縣,四湖鄉,羊調村,雲林縣第01選區,蘇治芬,民主進步黨,247,135,228,recall_agree_votes,112,363,800,838
68000070011,桃園市,龜山區,南上里,桃園市第01選區,鄭運鵬,民主進步黨,641,530,526,recall_agree_votes,111,1056,1781,1804
65000010109,新北市,板橋區,民生里,新北市第07選區,羅致政,民主進步黨,658,547,479,recall_agree_votes,111,1026,1797,1829
10009200012,雲林縣,水林鄉,尖山村,雲林縣第01選區,蘇治芬,民主進步黨,251,140,129,recall_agree_votes,111,269,600,620
65000170010,新北市,林口區,頂福里,新北市第01選區,何博文,民主進步黨,382,271,167,recall_agree_votes,111,438,901,938
10009180004,雲林縣,四湖鄉,鹿場村,雲林縣第01選區,蘇治芬,民主進步黨,272,161,207,recall_agree_votes,111,368,803,817
66000080015,臺中市,北屯區,民德里,臺中市第05選區,莊競程,民主進步黨,344,233,269,recall_agree_votes,111,502,928,929
10009170008,雲林縣,元長鄉,潭西村,雲林縣第01選區,蘇治芬,民主進步黨,300,189,99,recall_agree_votes,111,288,654,687
68000050021,桃園市,蘆竹區,富竹里,桃園市第01選區,鄭運鵬,民主進步黨,656,546,348,recall_agree_votes,110,894,1521,1380
10009150003,雲林縣,褒忠鄉,中勝村,雲林縣第01選區,蘇治芬,民主進步黨,461,351,379,recall_agree_votes,110,730,1325,1375
68000020004,桃園市,中壢區,永興里,桃園市第03選區,彭俊豪,民主進步黨,300,190,253,recall_agree_votes,110,443,869,875
10009190016,雲林縣,口湖鄉,湖口村,雲林縣第01選區,蘇治芬,民主進步黨,298,188,193,recall_agree_votes,110,381,894,936
68000080037,桃園市,八德區,大榮里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,500,391,578,recall_agree_votes,109,969,1757,1781
68000080001,桃園市,八德區,興仁里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,929,820,1174,recall_agree_votes,109,1994,4871,4254
65000010053,新北市,板橋區,光復里,新北市第07選區,羅致政,民主進步黨,972,863,738,recall_agree_votes,109,1601,2803,2830
10009170003,雲林縣,元長鄉,子茂村,雲林縣第01選區,蘇治芬,民主進步黨,382,274,355,recall_agree_votes,108,629,1183,1242
68000120002,桃園市,觀音區,白玉里,桃園市第02選區,黃世杰,民主進步黨,297,189,270,recall_agree_votes,108,459,827,826
68000060012,桃園市,大園區,竹圍里,桃園市第02選區,黃世杰,民主進步黨,351,243,312,recall_agree_votes,108,555,883,951
10009060021,雲林縣,北港鎮,後溝里,雲林縣第01選區,蘇治芬,民主進步黨,343,235,205,recall_agree_votes,108,440,883,917
10009060020,雲林縣,北港鎮,溝皂里,雲林縣第01選區,蘇治芬,民主進步黨,368,260,261,recall_agree_votes,108,521,1020,1075
65000010067,新北市,板橋區,西安里,新北市第07選區,羅致政,民主進步黨,751,644,567,recall_agree_votes,107,1211,2193,2229
68000060015,桃園市,大園區,後厝里,桃園市第02選區,黃世杰,民主進步黨,296,190,260,recall_agree_votes,106,450,747,785
65000270009,新北市,金山區,六股里,新北市第12選區,賴品妤,民主進步黨,268,163,140,recall_agree_votes,105,303,608,632
66000010001,臺中市,中區,繼光里,臺中市第06選區,江肇國,民主進步黨,492,388,339,recall_agree_votes,104,727,1350,1396
10009140006,雲林縣,東勢鄉,程海村,雲林縣第01選區,蘇治芬,民主進步黨,217,114,153,recall_agree_votes,103,267,499,522
10009140011,雲林縣,東勢鄉,新坤村,雲林縣第01選區,蘇治芬,民主進步黨,281,178,284,recall_agree_votes,103,462,930,967
10017040013,基隆市,仁愛區,吉仁里,基隆市第01選區,鄭文婷,民主進步黨,649,546,666,recall_agree_votes,103,1212,2376,2396
65000010060,新北市,板橋區,光仁里,新北市第07選區,羅致政,民主進步黨,796,694,656,recall_agree_votes,102,1350,2327,2325
65000240011,新北市,平溪區,十分里,新北市第12選區,賴品妤,民主進步黨,232,130,172,recall_agree_votes,102,302,742,760
10009170012,雲林縣,元長鄉,頂寮村,雲林縣第01選區,蘇治芬,民主進步黨,337,235,254,recall_agree_votes,102,489,1041,1065
10009170005,雲林縣,元長鄉,山內村,雲林縣第01選區,蘇治芬,民主進步黨,308,206,199,recall_agree_votes,102,405,869,883
10009060018,雲林縣,北港鎮,府番里,雲林縣第01選區,蘇治芬,民主進步黨,245,145,201,recall_agree_votes,100,346,745,748
10009200021,雲林縣,水林鄉,瓊埔村,雲林縣第01選區,蘇治芬,民主進步黨,272,174,94,recall_agree_votes,98,268,594,616
10009170015,雲林縣,元長鄉,西莊村,雲林縣第01選區,蘇治芬,民主進步黨,280,182,194,recall_agree_votes,98,376,776,785
10009170021,雲林縣,元長鄉,新吉村,雲林縣第01選區,蘇治芬,民主進步黨,233,136,180,recall_agree_votes,97,316,625,650
68000020040,桃園市,中壢區,中建里,桃園市第03選區,彭俊豪,民主進步黨,383,286,303,recall_agree_votes,97,589,1026,980
10017010018,基隆市,中正區,平寮里,基隆市第01選區,鄭文婷,民主進步黨,304,208,282,recall_agree_votes,96,490,1066,1104
68000010015,桃園市,桃園區,萬壽里,桃園市第01選區,鄭運鵬,民主進步黨,325,229,223,recall_agree_votes,96,452,837,871
10009180002,雲林縣,四湖鄉,新庄村,雲林縣第01選區,蘇治芬,民主進步黨,201,106,173,recall_agree_votes,95,279,562,586
10009140012,雲林縣,東勢鄉,四美村,雲林縣第01選區,蘇治芬,民主進步黨,267,173,211,recall_agree_votes,94,384,904,937
10009060017,雲林縣,北港鎮,劉厝里,雲林縣第01選區,蘇治芬,民主進步黨,397,303,253,recall_agree_votes,94,556,1045,1065
65000170006,新北市,林口區,湖北里,新北市第01選區,何博文,民主進步黨,510,416,314,recall_agree_votes,94,730,1220,1262
65000120008,新北市,瑞芳區,柑坪里,新北市第12選區,賴品妤,民主進步黨,344,250,221,recall_agree_votes,94,471,958,988
10009140008,雲林縣,東勢鄉,安南村,雲林縣第01選區,蘇治芬,民主進步黨,238,144,169,recall_agree_votes,94,313,727,745
10014030001,臺東縣,關山鎮,德高里,臺東縣第01選區,許瑞貴,無黨籍及未經政黨推薦,228,134,280,recall_agree_votes,94,414,954,1006
68000080035,桃園市,八德區,大慶里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,400,307,391,recall_agree_votes,93,698,1307,1332
10009050009,雲林縣,土庫鎮,大荖里,雲林縣第01選區,蘇治芬,民主進步黨,289,197,239,recall_agree_votes,92,436,806,824
10009140007,雲林縣,東勢鄉,龍潭村,雲林縣第01選區,蘇治芬,民主進步黨,282,190,165,recall_agree_votes,92,355,728,756
68000030005,桃園市,大溪區,月眉里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,457,365,253,recall_agree_votes,92,618,1143,1168
65000030065,新北市,中和區,清穗里,新北市第08選區,吳崢,民主進步黨,873,781,893,recall_agree_votes,92,1674,2884,2821
68000030010,桃園市,大溪區,新峰里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,266,174,150,recall_agree_votes,92,324,713,740
10009170004,雲林縣,元長鄉,後湖村,雲林縣第01選區,蘇治芬,民主進步黨,269,177,125,recall_agree_votes,92,302,628,665
10009200015,雲林縣,水林鄉,順興村,雲林縣第01選區,蘇治芬,民主進步黨,269,177,122,recall_agree_votes,92,299,732,740
10009170006,雲林縣,元長鄉,合和村,雲林縣第01選區,蘇治芬,民主進步黨,335,243,276,recall_agree_votes,92,519,967,975
10009200024,雲林縣,水林鄉,溪墘村,雲林縣第01選區,蘇治芬,民主進步黨,264,173,213,recall_agree_votes,91,386,715,740
65000250004,新北市,雙溪區,魚行里,新北市第12選區,賴品妤,民主進步黨,204,114,153,recall_agree_votes,90,267,556,610
10009150009,雲林縣,褒忠鄉,潮厝村,雲林縣第01選區,蘇治芬,民主進步黨,271,181,176,recall_agree_votes,90,357,777,810
10009200005,雲林縣,水林鄉,春埔村,雲林縣第01選區,蘇治芬,民主進步黨,321,231,189,recall_agree_votes,90,420,859,890
10009170010,雲林縣,元長鄉,客厝村,雲林縣第01選區,蘇治芬,民主進步黨,243,154,207,recall_agree_votes,89,361,759,787
68000030006,桃園市,大溪區,永福里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,397,308,154,recall_agree_votes,89,462,889,892
65000260010,新北市,貢寮區,美豐里,新北市第12選區,賴品妤,民主進步黨,244,156,143,recall_agree_votes,88,299,644,677
10009170016,雲林縣,元長鄉,鹿北村,雲林縣第01選區,蘇治芬,民主進步黨,301,213,322,recall_agree_votes,88,535,1060,1062
65000100014,新北市,淡水區,忠寮里,新北市第01選區,何博文,民主進步黨,358,271,279,recall_agree_votes,87,550,978,1012
10009180011,雲林縣,四湖鄉,內湖村,雲林縣第01選區,蘇治芬,民主進步黨,192,105,145,recall_agree_votes,87,250,701,713
65000270014,新北市,金山區,永興里,新北市第12選區,賴品妤,民主進步黨,200,113,82,recall_agree_votes,87,195,506,533
10009170009,雲林縣,元長鄉,潭東村,雲林縣第01選區,蘇治芬,民主進步黨,203,117,158,recall_agree_votes,86,275,519,535
10009180017,雲林縣,四湖鄉,林厝村,雲林縣第01選區,蘇治芬,民主進步黨,279,194,186,recall_agree_votes,85,380,922,960
10014070001,臺東縣,東河鄉,北源村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,172,87,184,recall_agree_votes,85,271,809,822
10009060023,雲林縣,北港鎮,大北里,雲林縣第01選區,蘇治芬,民主進步黨,212,127,105,recall_agree_votes,85,232,506,515
10017020020,基隆市,七堵區,長安里,基隆市第01選區,鄭文婷,民主進步黨,531,447,594,recall_agree_votes,84,1041,2071,2071
65000170012,新北市,林口區,嘉寶里,新北市第01選區,何博文,民主進步黨,350,267,195,recall_agree_votes,83,462,819,855
65000280007,新北市,萬里區,溪底里,新北市第12選區,賴品妤,民主進步黨,241,158,102,recall_agree_votes,83,260,597,610
68000010020,桃園市,桃園區,中和里,桃園市第04選區,范綱祥,民主進步黨,444,361,316,recall_agree_votes,83,677,1236,1261
10009060008,雲林縣,北港鎮,西勢里,雲林縣第01選區,蘇治芬,民主進步黨,303,220,259,recall_agree_votes,83,479,913,901
65000270011,新北市,金山區,清泉里,新北市第12選區,賴品妤,民主進步黨,250,168,197,recall_agree_votes,82,365,751,758
10009190011,雲林縣,口湖鄉,青蚶村,雲林縣第01選區,蘇治芬,民主進步黨,179,97,73,recall_agree_votes,82,170,449,467
10009180014,雲林縣,四湖鄉,崙南村,雲林縣第01選區,蘇治芬,民主進步黨,181,99,169,recall_agree_votes,82,268,718,740
66000050026,臺中市,北區,中正里,臺中市第05選區,莊競程,民主進步黨,398,316,298,recall_agree_votes,82,614,1059,1171
10009200017,雲林縣,水林鄉,山腳村,雲林縣第01選區,蘇治芬,民主進步黨,271,190,149,recall_agree_votes,81,339,703,716
68000030009,桃園市,大溪區,復興里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,286,205,182,recall_agree_votes,81,387,796,828
10009200016,雲林縣,水林鄉,蕃薯村,雲林縣第01選區,蘇治芬,民主進步黨,322,241,185,recall_agree_votes,81,426,870,891
10017010016,基隆市,中正區,社寮里,基隆市第01選區,鄭文婷,民主進步黨,427,347,387,recall_agree_votes,80,734,1491,1532
68000120007,桃園市,觀音區,三和里,桃園市第02選區,黃世杰,民主進步黨,307,227,218,recall_agree_votes,80,445,795,805
10014070002,臺東縣,東河鄉,泰源村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,136,56,107,recall_agree_votes,80,163,367,384
10014030002,臺東縣,關山鎮,豐泉里,臺東縣第01選區,許瑞貴,無黨籍及未經政黨推薦,202,122,326,recall_agree_votes,80,448,899,900
10009140004,雲林縣,東勢鄉,復興村,雲林縣第01選區,蘇治芬,民主進步黨,204,125,149,recall_agree_votes,79,274,484,496
65000170013,新北市,林口區,瑞平里,新北市第01選區,何博文,民主進步黨,278,199,160,recall_agree_votes,79,359,688,728
68000080040,桃園市,八德區,瑞興里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,855,777,925,recall_agree_votes,78,1702,2967,2669
65000250008,新北市,雙溪區,平林里,新北市第12選區,賴品妤,民主進步黨,251,173,215,recall_agree_votes,78,388,778,785
65000120028,新北市,瑞芳區,濓洞里,新北市第12選區,賴品妤,民主進步黨,137,60,117,recall_agree_votes,77,177,389,409
65000260001,新北市,貢寮區,貢寮里,新北市第12選區,賴品妤,民主進步黨,219,142,153,recall_agree_votes,77,295,701,723
10014110002,臺東縣,綠島鄉,中寮村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,171,94,239,recall_agree_votes,77,333,1016,1015
10009190005,雲林縣,口湖鄉,埔南村,雲林縣第01選區,蘇治芬,民主進步黨,261,185,141,recall_agree_votes,76,326,654,674
65000250009,新北市,雙溪區,上林里,新北市第12選區,賴品妤,民主進步黨,197,122,145,recall_agree_votes,75,267,533,547
68000090017,桃園市,龍潭區,三坑里,桃園市第05選區,劉仁照,民主進步黨,446,371,464,recall_agree_votes,75,835,1509,1455
10017040015,基隆市,仁愛區,英仁里,基隆市第01選區,鄭文婷,民主進步黨,348,273,328,recall_agree_votes,75,601,1156,1169
10009150007,雲林縣,褒忠鄉,田洋村,雲林縣第01選區,蘇治芬,民主進步黨,237,163,206,recall_agree_votes,74,369,701,713
10009200022,雲林縣,水林鄉,塭底村,雲林縣第01選區,蘇治芬,民主進步黨,230,156,96,recall_agree_votes,74,252,613,627
10017070008,基隆市,信義區,智誠里,基隆市第01選區,鄭文婷,民主進步黨,371,298,382,recall_agree_votes,73,680,1355,1406
68000070009,桃園市,龜山區,公西里,桃園市第01選區,鄭運鵬,民主進步黨,429,356,353,recall_agree_votes,73,709,1229,1249
66000080012,臺中市,北屯區,民政里,臺中市第05選區,莊競程,民主進步黨,327,255,274,recall_agree_votes,72,529,1012,991
10017040029,基隆市,仁愛區,光華里,基隆市第01選區,鄭文婷,民主進步黨,647,575,690,recall_agree_votes,72,1265,2421,2446
10009160009,雲林縣,臺西鄉,五榔村,雲林縣第01選區,蘇治芬,民主進步黨,194,122,78,recall_agree_votes,72,200,413,424
65000280005,新北市,萬里區,磺潭里,新北市第12選區,賴品妤,民主進步黨,174,102,158,recall_agree_votes,72,260,519,555
10009200023,雲林縣,水林鄉,後寮村,雲林縣第01選區,蘇治芬,民主進步黨,217,146,132,recall_agree_votes,71,278,575,612
65000270002,新北市,金山區,大同里,新北市第12選區,賴品妤,民主進步黨,206,136,165,recall_agree_votes,70,301,624,651
65000270003,新北市,金山區,豐漁里,新北市第12選區,賴品妤,民主進步黨,191,121,109,recall_agree_votes,70,230,465,485
10009140009,雲林縣,東勢鄉,昌南村,雲林縣第01選區,蘇治芬,民主進步黨,253,183,236,recall_agree_votes,70,419,779,789
68000090008,桃園市,龍潭區,三水里,桃園市第05選區,劉仁照,民主進步黨,245,175,198,recall_agree_votes,70,373,632,649
65000260003,新北市,貢寮區,雙玉里,新北市第12選區,賴品妤,民主進步黨,194,126,108,recall_agree_votes,68,234,558,591
63000040017,臺北市,中山區,大佳里,臺北市第03選區,謝佩芬,民主進步黨,307,240,120,recall_agree_votes,67,360,601,721
68000100040,桃園市,平鎮區,北安里,桃園市第05選區,劉仁照,民主進步黨,487,421,477,recall_agree_votes,66,898,1626,1555
65000260005,新北市,貢寮區,龍門里,新北市第12選區,賴品妤,民主進步黨,260,194,79,recall_agree_votes,66,273,587,596
10009190003,雲林縣,口湖鄉,頂湖村,雲林縣第01選區,蘇治芬,民主進步黨,163,97,157,recall_agree_votes,66,254,568,585
10009060002,雲林縣,北港鎮,光民里,雲林縣第01選區,蘇治芬,民主進步黨,263,198,174,recall_agree_votes,65,372,611,640
65000270012,新北市,金山區,萬壽里,新北市第12選區,賴品妤,民主進步黨,189,124,84,recall_agree_votes,65,208,413,425
10009060022,雲林縣,北港鎮,番溝里,雲林縣第01選區,蘇治芬,民主進步黨,244,179,131,recall_agree_votes,65,310,680,704
68000010007,桃園市,桃園區,長美里,桃園市第04選區,范綱祥,民主進步黨,379,316,239,recall_agree_votes,63,555,988,979
65000270008,新北市,金山區,兩湖里,新北市第12選區,賴品妤,民主進步黨,148,85,98,recall_agree_votes,63,183,376,374
10009190018,雲林縣,口湖鄉,後厝村,雲林縣第01選區,蘇治芬,民主進步黨,246,183,122,recall_agree_votes,63,305,620,649
10009060004,雲林縣,北港鎮,南安里,雲林縣第01選區,蘇治芬,民主進步黨,290,228,232,recall_agree_votes,62,460,733,760
68000030001,桃園市,大溪區,興和里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,491,429,345,recall_agree_votes,62,774,1285,1320
68000010021,桃園市,桃園區,文昌里,桃園市第04選區,范綱祥,民主進步黨,284,222,240,recall_agree_votes,62,462,834,721
10009200010,雲林縣,水林鄉,灣西村,雲林縣第01選區,蘇治芬,民主進步黨,269,208,174,recall_agree_votes,61,382,819,835
10009200019,雲林縣,水林鄉,松中村,雲林縣第01選區,蘇治芬,民主進步黨,196,135,72,recall_agree_votes,61,207,449,458
10009200020,雲林縣,水林鄉,松西村,雲林縣第01選區,蘇治芬,民主進步黨,210,149,109,recall_agree_votes,61,258,577,596
10014040007,臺東縣,卑南鄉,美農村,臺東縣第01選區,賴坤成,民主進步黨,285,224,223,recall_agree_votes,61,447,914,932
65000240006,新北市,平溪區,嶺腳里,新北市第12選區,賴品妤,民主進步黨,149,89,128,recall_agree_votes,60,217,507,555
65000120016,新北市,瑞芳區,弓橋里,新北市第12選區,賴品妤,民主進步黨,145,85,74,recall_agree_votes,60,159,274,283
10009060001,雲林縣,北港鎮,東陽里,雲林縣第01選區,蘇治芬,民主進步黨,253,194,179,recall_agree_votes,59,373,636,649
68000100009,桃園市,平鎮區,北勢里,桃園市第05選區,劉仁照,民主進步黨,708,649,783,recall_agree_votes,59,1432,2370,2336
10009200011,雲林縣,水林鄉,萬興村,雲林縣第01選區,蘇治芬,民主進步黨,257,198,112,recall_agree_votes,59,310,611,644
10009200007,雲林縣,水林鄉,車港村,雲林縣第01選區,蘇治芬,民主進步黨,198,139,102,recall_agree_votes,59,241,517,544
10009170011,雲林縣,元長鄉,卓運村,雲林縣第01選區,蘇治芬,民主進步黨,144,85,50,recall_agree_votes,59,135,311,320
66000050003,臺中市,北區,五常里,臺中市第05選區,莊競程,民主進步黨,400,341,324,recall_agree_votes,59,665,1221,1237
65000250010,新北市,雙溪區,外柑里,新北市第12選區,賴品妤,民主進步黨,118,59,100,recall_agree_votes,59,159,364,379
10009190006,雲林縣,口湖鄉,謝厝村,雲林縣第01選區,蘇治芬,民主進步黨,313,255,202,recall_agree_votes,58,457,919,926
68000030002,桃園市,大溪區,福仁里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,382,324,194,recall_agree_votes,58,518,909,927
68000030011,桃園市,大溪區,康安里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,472,414,245,recall_agree_votes,58,659,1203,1186
10009180007,雲林縣,四湖鄉,湖寮村,雲林縣第01選區,蘇治芬,民主進步黨,182,125,129,recall_agree_votes,57,254,639,666
10014030004,臺東縣,關山鎮,中福里,臺東縣第01選區,許瑞貴,無黨籍及未經政黨推薦,172,115,225,recall_agree_votes,57,340,633,668
10014030005,臺東縣,關山鎮,里壠里,臺東縣第01選區,許瑞貴,無黨籍及未經政黨推薦,234,178,403,recall_agree_votes,56,581,1171,1203
10009050013,雲林縣,土庫鎮,北平里,雲林縣第01選區,蘇治芬,民主進步黨,265,209,198,recall_agree_votes,56,407,764,785
10017020011,基隆市,七堵區,堵南里,基隆市第01選區,鄭文婷,民主進步黨,498,443,543,recall_agree_votes,55,986,1963,1879
10014040008,臺東縣,卑南鄉,賓朗村,臺東縣第01選區,賴坤成,民主進步黨,426,372,413,recall_agree_votes,54,785,1492,1529
10009200009,雲林縣,水林鄉,灣東村,雲林縣第01選區,蘇治芬,民主進步黨,167,114,139,recall_agree_votes,53,253,529,554
10009060012,雲林縣,北港鎮,大同里,雲林縣第01選區,蘇治芬,民主進步黨,357,305,281,recall_agree_votes,52,586,1043,1060
