VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,election_zone,winner_name,winner_party,winner_votes,recall_agree_votes,recall_disagree_votes,compared_with,gap,recall_valid_votes,recall_eligible_voters,eligible_voters_election
10014040006,臺東縣,卑南鄉,初鹿村,臺東縣第01選區,賴坤成,民主進步黨,198,146,240,recall_agree_votes,52,386,731,777
63000080037,臺北市,文山區,老泉里,臺北市第08選區,王閔生,民主進步黨,283,231,202,recall_agree_votes,52,433,713,719
65000280008,新北市,萬里區,崁脚里,新北市第12選區,賴品妤,民主進步黨,144,93,80,recall_agree_votes,51,173,352,368
68000080010,桃園市,八德區,霄裡里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,546,496,634,recall_agree_votes,50,1130,2086,2041
10009060003,雲林縣,北港鎮,東華里,雲林縣第01選區,蘇治芬,民主進步黨,132,82,130,recall_agree_votes,50,212,369,391
10017040009,基隆市,仁愛區,仁德里,基隆市第01選區,鄭文婷,民主進步黨,241,192,215,recall_agree_votes,49,407,744,786
65000110017,新北市,汐止區,八連里,新北市第12選區,賴品妤,民主進步黨,311,262,249,recall_agree_votes,49,511,914,916
65000120014,新北市,瑞芳區,猴硐里,新北市第12選區,賴品妤,民主進步黨,122,75,70,recall_agree_votes,47,145,360,385
10017040020,基隆市,仁愛區,文安里,基隆市第01選區,鄭文婷,民主進步黨,223,177,208,recall_agree_votes,46,385,770,789
65000120027,新北市,瑞芳區,濓新里,新北市第12選區,賴品妤,民主進步黨,87,41,54,recall_agree_votes,46,95,250,257
10017010020,基隆市,中正區,碧砂里,基隆市第01選區,鄭文婷,民主進步黨,315,270,243,recall_agree_votes,45,513,1018,1046
65000120018,新北市,瑞芳區,基山里,新北市第12選區,賴品妤,民主進步黨,138,93,93,recall_agree_votes,45,186,383,390
10015020008,花蓮縣,鳳林鎮,北林里,花蓮縣第01選區,張美慧,民主進步黨,183,138,150,recall_agree_votes,45,288,470,481
65000250007,新北市,雙溪區,三貂里,新北市第12選區,賴品妤,民主進步黨,116,71,75,recall_agree_votes,45,146,303,337
65000270010,新北市,金山區,三界里,新北市第12選區,賴品妤,民主進步黨,209,164,124,recall_agree_votes,45,288,587,588
10009190021,雲林縣,口湖鄉,過港村,雲林縣第01選區,蘇治芬,民主進步黨,148,104,135,recall_agree_votes,44,239,537,566
10009180020,雲林縣,四湖鄉,飛東村,雲林縣第01選區,蘇治芬,民主進步黨,143,99,124,recall_agree_votes,44,223,481,486
10009180010,雲林縣,四湖鄉,三姓村,雲林縣第01選區,蘇治芬,民主進步黨,102,59,90,recall_agree_votes,43,149,321,331
10009060011,雲林縣,北港鎮,公舘里,雲林縣第01選區,蘇治芬,民主進步黨,182,139,132,recall_agree_votes,43,271,496,501
65000250005,新北市,雙溪區,三港里,新北市第12選區,賴品妤,民主進步黨,101,58,70,recall_agree_votes,43,128,295,315
10009060009,雲林縣,北港鎮,仁和里,雲林縣第01選區,蘇治芬,民主進步黨,150,107,124,recall_agree_votes,43,231,404,431
66000020008,臺中市,東區,樂成里,臺中市第06選區,江肇國,民主進步黨,810,768,709,recall_agree_votes,42,1477,2558,2307
10017040014,基隆市,仁愛區,育仁里,基隆市第01選區,鄭文婷,民主進步黨,213,171,135,recall_agree_votes,42,306,634,657
65000260002,新北市,貢寮區,吉林里,新北市第12選區,賴品妤,民主進步黨,134,92,69,recall_agree_votes,42,161,421,436
10017010019,基隆市,中正區,八斗里,基隆市第01選區,鄭文婷,民主進步黨,470,428,239,recall_agree_votes,42,667,1320,1369
10017020013,基隆市,七堵區,瑪東里,基隆市第01選區,鄭文婷,民主進步黨,106,66,77,recall_agree_votes,40,143,308,322
10009060027,雲林縣,北港鎮,水埔里,雲林縣第01選區,蘇治芬,民主進步黨,181,141,101,recall_agree_votes,40,242,423,450
65000250011,新北市,雙溪區,長源里,新北市第12選區,賴品妤,民主進步黨,109,69,58,recall_agree_votes,40,127,315,333
10017040011,基隆市,仁愛區,福仁里,基隆市第01選區,鄭文婷,民主進步黨,226,186,207,recall_agree_votes,40,393,675,706
65000240003,新北市,平溪區,白石里,新北市第12選區,賴品妤,民主進步黨,84,44,52,recall_agree_votes,40,96,206,212
10017020016,基隆市,七堵區,友二里,基隆市第01選區,鄭文婷,民主進步黨,154,115,107,recall_agree_votes,39,222,422,437
10009170019,雲林縣,元長鄉,內寮村,雲林縣第01選區,蘇治芬,民主進步黨,159,121,117,recall_agree_votes,38,238,520,540
65000120019,新北市,瑞芳區,永慶里,新北市第12選區,賴品妤,民主進步黨,115,78,82,recall_agree_votes,37,160,371,382
65000260004,新北市,貢寮區,龍崗里,新北市第12選區,賴品妤,民主進步黨,126,89,50,recall_agree_votes,37,139,354,369
10009060005,雲林縣,北港鎮,中和里,雲林縣第01選區,蘇治芬,民主進步黨,125,89,69,recall_agree_votes,36,158,298,319
65000100029,新北市,淡水區,民安里,新北市第01選區,何博文,民主進步黨,220,184,153,recall_agree_votes,36,337,579,595
10009200006,雲林縣,水林鄉,西井村,雲林縣第01選區,蘇治芬,民主進步黨,190,155,133,recall_agree_votes,35,288,548,571
10017040027,基隆市,仁愛區,文昌里,基隆市第01選區,鄭文婷,民主進步黨,272,237,174,recall_agree_votes,35,411,670,684
10009060007,雲林縣,北港鎮,共榮里,雲林縣第01選區,蘇治芬,民主進步黨,135,100,75,recall_agree_votes,35,175,340,346
65000120020,新北市,瑞芳區,崇文里,新北市第12選區,賴品妤,民主進步黨,87,53,67,recall_agree_votes,34,120,260,275
65000120032,新北市,瑞芳區,南雅里,新北市第12選區,賴品妤,民主進步黨,88,54,64,recall_agree_votes,34,118,243,257
65000240004,新北市,平溪區,石底里,新北市第12選區,賴品妤,民主進步黨,142,109,81,recall_agree_votes,33,190,373,372
65000270013,新北市,金山區,西湖里,新北市第12選區,賴品妤,民主進步黨,66,34,39,recall_agree_votes,32,73,162,162
65000240001,新北市,平溪區,薯榔里,新北市第12選區,賴品妤,民主進步黨,112,80,67,recall_agree_votes,32,147,314,340
65000120022,新北市,瑞芳區,頌德里,新北市第12選區,賴品妤,民主進步黨,91,60,76,recall_agree_votes,31,136,287,301
65000030054,新北市,中和區,灰磘里,新北市第08選區,吳崢,民主進步黨,201,171,198,recall_agree_votes,30,369,702,655
10014050006,臺東縣,鹿野鄉,鹿野村,臺東縣第01選區,賴坤成,民主進步黨,133,105,168,recall_agree_votes,28,273,583,616
10014050001,臺東縣,鹿野鄉,瑞和村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,69,41,77,recall_agree_votes,28,118,287,296
10014040011,臺東縣,卑南鄉,利嘉村,臺東縣第01選區,賴坤成,民主進步黨,98,70,108,recall_agree_votes,28,178,350,363
10017060009,基隆市,安樂區,安和里,基隆市第01選區,鄭文婷,民主進步黨,262,235,199,recall_agree_votes,27,434,777,795
10017040026,基隆市,仁愛區,同風里,基隆市第01選區,鄭文婷,民主進步黨,168,141,149,recall_agree_votes,27,290,539,559
10009060006,雲林縣,北港鎮,義民里,雲林縣第01選區,蘇治芬,民主進步黨,122,95,102,recall_agree_votes,27,197,334,355
10014060007,臺東縣,池上鄉,新興村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,140,113,173,recall_agree_votes,27,286,635,660
65000030041,新北市,中和區,橫路里,新北市第08選區,吳崢,民主進步黨,102,75,85,recall_agree_votes,27,160,285,296
10014030003,臺東縣,關山鎮,新福里,臺東縣第01選區,許瑞貴,無黨籍及未經政黨推薦,127,100,184,recall_agree_votes,27,284,572,588
68000020050,桃園市,中壢區,中榮里,桃園市第03選區,彭俊豪,民主進步黨,299,273,274,recall_agree_votes,26,547,977,788
10014050005,臺東縣,鹿野鄉,瑞隆村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,110,85,156,recall_agree_votes,25,241,559,579
10017010005,基隆市,中正區,港通里,基隆市第01選區,鄭文婷,民主進步黨,361,336,379,recall_agree_votes,25,715,1197,1185
10014070006,臺東縣,東河鄉,興昌村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,150,125,127,recall_agree_votes,25,252,489,513
10014040002,臺東縣,卑南鄉,利吉村,臺東縣第01選區,賴坤成,民主進步黨,66,42,64,recall_agree_votes,24,106,228,230
65000110004,新北市,汐止區,信望里,新北市第12選區,賴品妤,民主進步黨,106,82,80,recall_agree_votes,24,162,287,300
10017020014,基隆市,七堵區,瑪西里,基隆市第01選區,鄭文婷,民主進步黨,94,70,84,recall_agree_votes,24,154,297,315
65000120015,新北市,瑞芳區,光復里,新北市第12選區,賴品妤,民主進步黨,83,59,59,recall_agree_votes,24,118,225,237
10014050002,臺東縣,鹿野鄉,瑞豐村,臺東縣第01選區,賴坤成,民主進步黨,215,192,142,recall_agree_votes,23,334,742,765
10017020012,基隆市,七堵區,瑪南里,基隆市第01選區,鄭文婷,民主進步黨,113,92,81,recall_agree_votes,21,173,357,385
10014020002,臺東縣,成功鎮,忠孝里,臺東縣第01選區,賴坤成,民主進步黨,65,44,70,recall_agree_votes,21,114,291,316
10014040013,臺東縣,卑南鄉,溫泉村,臺東縣第01選區,賴坤成,民主進步黨,233,212,230,recall_agree_votes,21,442,961,931
10014040004,臺東縣,卑南鄉,富源村,臺東縣第01選區,賴坤成,民主進步黨,83,62,64,recall_agree_votes,21,126,287,296
10014070004,臺東縣,東河鄉,尚德村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,40,20,29,recall_agree_votes,20,49,143,158
10017040028,基隆市,仁愛區,新店里,基隆市第01選區,鄭文婷,民主進步黨,173,154,148,recall_agree_votes,19,302,500,531
10014050003,臺東縣,鹿野鄉,瑞源村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,107,88,123,recall_agree_votes,19,211,447,467
10017040008,基隆市,仁愛區,玉田里,基隆市第01選區,鄭文婷,民主進步黨,239,222,226,recall_agree_votes,17,448,814,850
65000240010,新北市,平溪區,平湖里,新北市第12選區,賴品妤,民主進步黨,57,40,27,recall_agree_votes,17,67,139,150
65000120025,新北市,瑞芳區,銅山里,新北市第12選區,賴品妤,民主進步黨,60,44,38,recall_agree_votes,16,82,167,178
10014080006,臺東縣,長濱鄉,寧埔村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,47,31,57,recall_agree_votes,16,88,232,239
10015060009,花蓮縣,壽豐鄉,池南村,花蓮縣第01選區,張美慧,民主進步黨,125,110,120,recall_agree_votes,15,230,371,379
10014030006,臺東縣,關山鎮,電光里,臺東縣第01選區,許瑞貴,無黨籍及未經政黨推薦,30,15,39,recall_agree_votes,15,54,159,181
10017030011,基隆市,暖暖區,八中里,基隆市第01選區,鄭文婷,民主進步黨,99,85,100,recall_agree_votes,14,185,368,381
10017010021,基隆市,中正區,長潭里,基隆市第01選區,鄭文婷,民主進步黨,140,126,97,recall_agree_votes,14,223,388,403
10017040018,基隆市,仁愛區,曲水里,基隆市第01選區,鄭文婷,民主進步黨,228,214,193,recall_agree_votes,14,407,722,715
10014040001,臺東縣,卑南鄉,嘉豐村,臺東縣第01選區,賴坤成,民主進步黨,38,24,27,recall_agree_votes,14,51,135,152
10017040016,基隆市,仁愛區,龍門里,基隆市第01選區,鄭文婷,民主進步黨,231,218,209,recall_agree_votes,13,427,738,744
10017050003,基隆市,中山區,安平里,基隆市第01選區,鄭文婷,民主進步黨,204,192,201,recall_agree_votes,12,393,659,708
68000130006,桃園市,復興區,三光里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,13,1,11,recall_agree_votes,12,12,57,58
10017050016,基隆市,中山區,西榮里,基隆市第01選區,鄭文婷,民主進步黨,172,160,162,recall_agree_votes,12,322,595,627
10014060008,臺東縣,池上鄉,萬安村,臺東縣第01選區,賴坤成,民主進步黨,68,58,58,recall_agree_votes,10,116,254,278
10017060005,基隆市,安樂區,慈仁里,基隆市第01選區,鄭文婷,民主進步黨,249,240,170,recall_agree_votes,9,410,783,805
10017040012,基隆市,仁愛區,誠仁里,基隆市第01選區,鄭文婷,民主進步黨,238,229,226,recall_agree_votes,9,455,818,831
10014080005,臺東縣,長濱鄉,竹湖村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,56,47,42,recall_agree_votes,9,89,263,274
10014120003,臺東縣,海端鄉,利稻村,臺東縣第01選區,賴坤成,民主進步黨,9,0,6,recall_agree_votes,9,6,20,21
10014160004,臺東縣,蘭嶼鄉,椰油村,臺東縣第01選區,賴坤成,民主進步黨,35,27,43,recall_agree_votes,8,70,256,258
10017030009,基隆市,暖暖區,暖東里,基隆市第01選區,王醒之,無黨籍及未經政黨推薦,82,74,100,recall_agree_votes,8,174,359,377
10015050008,花蓮縣,吉安鄉,南華村,花蓮縣第01選區,張美慧,民主進步黨,362,354,341,recall_agree_votes,8,695,1067,1076
10014070007,臺東縣,東河鄉,都蘭村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,234,227,279,recall_agree_votes,7,506,1041,1053
10015090011,花蓮縣,瑞穗鄉,富興村,花蓮縣第01選區,張美慧,民主進步黨,95,88,89,recall_agree_votes,7,177,317,330
10015080003,花蓮縣,豐濱鄉,磯崎村,花蓮縣第01選區,張美慧,民主進步黨,16,9,12,recall_agree_votes,7,21,55,59
10014020001,臺東縣,成功鎮,博愛里,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,17,11,17,recall_agree_votes,6,28,58,57
10014090001,臺東縣,太麻里鄉,美和村,臺東縣第01選區,賴坤成,民主進步黨,204,199,232,recall_agree_votes,5,431,864,879
10014090004,臺東縣,太麻里鄉,北里村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,72,67,75,recall_agree_votes,5,142,290,312
10017060010,基隆市,安樂區,樂一里,基隆市第01選區,鄭文婷,民主進步黨,167,162,158,recall_agree_votes,5,320,591,621
10014040005,臺東縣,卑南鄉,明峰村,臺東縣第01選區,賴坤成,民主進步黨,171,166,209,recall_agree_votes,5,375,782,808
10014130004,臺東縣,延平鄉,鸞山村,臺東縣第01選區,賴坤成,民主進步黨,14,9,13,recall_agree_votes,5,22,65,66
10014150002,臺東縣,達仁鄉,土坂村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,6,1,2,recall_agree_votes,5,3,16,16
10014130005,臺東縣,延平鄉,桃源村,臺東縣第01選區,賴坤成,民主進步黨,21,16,25,recall_agree_votes,5,41,106,104
10015130003,花蓮縣,卓溪鄉,太平村,花蓮縣第01選區,張美慧,民主進步黨,5,1,5,recall_agree_votes,4,6,17,17
10014120005,臺東縣,海端鄉,崁頂村,臺東縣第01選區,許瑞貴,無黨籍及未經政黨推薦,6,2,9,recall_agree_votes,4,11,24,23
10014060010,臺東縣,池上鄉,振興村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,22,18,29,recall_agree_votes,4,47,123,126
10014150001,臺東縣,達仁鄉,台坂村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,4,0,4,recall_agree_votes,4,4,14,12
10014020007,臺東縣,成功鎮,和平里,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,28,25,24,recall_agree_votes,3,49,128,137
10014050007,臺東縣,鹿野鄉,龍田村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,216,214,231,recall_agree_votes,2,445,912,933
10014120002,臺東縣,海端鄉,霧鹿村,臺東縣第01選區,賴坤成,民主進步黨,5,6,3,recall_agree_votes,-1,9,17,19
10014060004,臺東縣,池上鄉,大埔村,臺東縣第01選區,賴坤成,民主進步黨,71,72,98,recall_agree_votes,-1,170,350,367
10017030007,基隆市,暖暖區,暖同里,基隆市第01選區,王醒之,無黨籍及未經政黨推薦,663,664,607,recall_agree_votes,-1,1271,2513,2461
10015080002,花蓮縣,豐濱鄉,新社村,花蓮縣第01選區,張美慧,民主進步黨,20,22,12,recall_agree_votes,-2,34,70,75
10015080004,花蓮縣,豐濱鄉,港口村,花蓮縣第01選區,張美慧,民主進步黨,44,48,17,recall_agree_votes,-4,65,107,112
10014070005,臺東縣,東河鄉,隆昌村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,38,42,35,recall_agree_votes,-4,77,176,191
10014160002,臺東縣,蘭嶼鄉,朗島村,臺東縣第01選區,賴坤成,民主進步黨,8,12,8,recall_agree_votes,-4,20,85,79
10017030002,基隆市,暖暖區,八堵里,基隆市第01選區,鄭文婷,民主進步黨,137,146,157,recall_agree_votes,-9,303,564,562
10014160001,臺東縣,蘭嶼鄉,東清村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,24,33,16,recall_agree_votes,-9,49,173,181
10017030003,基隆市,暖暖區,八南里,基隆市第01選區,鄭文婷,民主進步黨,171,181,185,recall_agree_votes,-10,366,733,754
10015040002,花蓮縣,新城鄉,順安村,花蓮縣第01選區,張美慧,民主進步黨,234,248,165,recall_agree_votes,-14,413,696,700
10014090003,臺東縣,太麻里鄉,華源村,臺東縣第01選區,劉櫂豪,無黨籍及未經政黨推薦,127,146,113,recall_agree_votes,-19,259,545,562
10018010006,新竹市,東區,榮光里,新竹市第01選區,林志潔,民主進步黨,89,151,119,recall_agree_votes,-62,270,505,275
10018020025,新竹市,北區,舊港里,新竹市第01選區,林志潔,民主進步黨,146,268,365,recall_agree_votes,-122,633,1064,546
10018010012,新竹市,東區,中正里,新竹市第01選區,林志潔,民主進步黨,140,263,317,recall_agree_votes,-123,580,1049,527
10018010004,新竹市,東區,關帝里,新竹市第01選區,林志潔,民主進步黨,150,276,224,recall_agree_votes,-126,500,871,448
10018020004,新竹市,北區,中央里,新竹市第01選區,林志潔,民主進步黨,152,280,197,recall_agree_votes,-128,477,789,445
10018020006,新竹市,北區,石坊里,新竹市第01選區,林志潔,民主進步黨,148,302,298,recall_agree_votes,-154,600,1030,493
10018020001,新竹市,北區,西門里,新竹市第01選區,林志潔,民主進步黨,148,313,320,recall_agree_votes,-165,633,1113,551
10018010007,新竹市,東區,成功里,新竹市第01選區,林志潔,民主進步黨,173,340,268,recall_agree_votes,-167,608,1015,542
10018030018,新竹市,香山區,大湖里,新竹市第01選區,林志潔,民主進步黨,238,410,537,recall_agree_votes,-172,947,1712,846
10018010001,新竹市,東區,南門里,新竹市第01選區,林志潔,民主進步黨,210,386,402,recall_agree_votes,-176,788,1327,681
10018020010,新竹市,北區,大同里,新竹市第01選區,林志潔,民主進步黨,205,407,485,recall_agree_votes,-202,892,1433,744
10018010009,新竹市,東區,竹蓮里,新竹市第01選區,林志潔,民主進步黨,194,399,389,recall_agree_votes,-205,788,1279,679
10018020020,新竹市,北區,古賢里,新竹市第01選區,林志潔,民主進步黨,257,466,479,recall_agree_votes,-209,945,1614,796
10018020003,新竹市,北區,潛園里,新竹市第01選區,林志潔,民主進步黨,239,451,408,recall_agree_votes,-212,859,1355,700
10018020002,新竹市,北區,仁德里,新竹市第01選區,林志潔,民主進步黨,183,396,384,recall_agree_votes,-213,780,1368,661
10018030023,新竹市,香山區,南港里,新竹市第01選區,林志潔,民主進步黨,254,475,429,recall_agree_votes,-221,904,1549,728
10018010010,新竹市,東區,寺前里,新竹市第01選區,林志潔,民主進步黨,201,441,492,recall_agree_votes,-240,933,1525,732
10018010003,新竹市,東區,南市里,新竹市第01選區,林志潔,民主進步黨,267,521,421,recall_agree_votes,-254,942,1585,817
68000050011,桃園市,蘆竹區,山鼻里,桃園市第01選區,鄭運鵬,民主進步黨,654,919,1031,recall_agree_votes,-265,1950,3703,1979
10018020011,新竹市,北區,中山里,新竹市第01選區,林志潔,民主進步黨,276,548,494,recall_agree_votes,-272,1042,1728,854
10018020009,新竹市,北區,中興里,新竹市第01選區,林志潔,民主進步黨,246,520,579,recall_agree_votes,-274,1099,1747,850
68000010038,桃園市,桃園區,青溪里,桃園市第01選區,鄭運鵬,民主進步黨,1701,1982,2204,recall_agree_votes,-281,4186,7648,5062
10018030014,新竹市,香山區,美山里,新竹市第01選區,林志潔,民主進步黨,301,593,588,recall_agree_votes,-292,1181,2101,1083
10018020008,新竹市,北區,北門里,新竹市第01選區,林志潔,民主進步黨,276,596,517,recall_agree_votes,-320,1113,1904,947
10018020007,新竹市,北區,興南里,新竹市第01選區,林志潔,民主進步黨,388,711,751,recall_agree_votes,-323,1462,2539,1277
10018030022,新竹市,香山區,鹽水里,新竹市第01選區,林志潔,民主進步黨,385,713,890,recall_agree_votes,-328,1603,2878,1417
10018020005,新竹市,北區,崇禮里,新竹市第01選區,林志潔,民主進步黨,317,660,574,recall_agree_votes,-343,1234,2038,1023
10018010015,新竹市,東區,南大里,新竹市第01選區,林志潔,民主進步黨,362,720,795,recall_agree_votes,-358,1515,2531,1310
10018020012,新竹市,北區,長和里,新竹市第01選區,林志潔,民主進步黨,376,745,783,recall_agree_votes,-369,1528,2682,1333
10018020013,新竹市,北區,新民里,新竹市第01選區,林志潔,民主進步黨,401,770,979,recall_agree_votes,-369,1749,3020,1539
10018020044,新竹市,北區,台溪里,新竹市第01選區,林志潔,民主進步黨,354,771,947,recall_agree_votes,-417,1718,3155,1459
10018030015,新竹市,香山區,朝山里,新竹市第01選區,林志潔,民主進步黨,589,1124,1385,recall_agree_votes,-535,2509,4365,2089
10018020027,新竹市,北區,港北里,新竹市第01選區,林志潔,民主進步黨,568,1120,1346,recall_agree_votes,-552,2466,4512,2159
10018030003,新竹市,香山區,虎林里,新竹市第01選區,林志潔,民主進步黨,621,1173,1391,recall_agree_votes,-552,2564,4268,2143
10018030004,新竹市,香山區,浸水里,新竹市第01選區,林志潔,民主進步黨,723,1295,1339,recall_agree_votes,-572,2634,4612,2351
10018020030,新竹市,北區,客雅里,新竹市第01選區,林志潔,民主進步黨,456,1038,1173,recall_agree_votes,-582,2211,3686,1684
10018030005,新竹市,香山區,樹下里,新竹市第01選區,林志潔,民主進步黨,746,1335,1073,recall_agree_votes,-589,2408,4022,2023
10018010038,新竹市,東區,前溪里,新竹市第01選區,林志潔,民主進步黨,699,1305,1604,recall_agree_votes,-606,2909,5113,2611
10018020033,新竹市,北區,西雅里,新竹市第01選區,林志潔,民主進步黨,798,1510,1740,recall_agree_votes,-712,3250,5411,2733
10018030007,新竹市,香山區,中埔里,新竹市第01選區,林志潔,民主進步黨,790,1504,1804,recall_agree_votes,-714,3308,5423,2769
10018020018,新竹市,北區,士林里,新竹市第01選區,林志潔,民主進步黨,532,1260,1467,recall_agree_votes,-728,2727,4450,1914
10018030001,新竹市,香山區,港南里,新竹市第01選區,林志潔,民主進步黨,842,1575,1641,recall_agree_votes,-733,3216,5517,2675
10018020026,新竹市,北區,康樂里,新竹市第01選區,林志潔,民主進步黨,819,1606,2132,recall_agree_votes,-787,3738,6423,3118
10018010014,新竹市,東區,頂竹里,新竹市第01選區,林志潔,民主進步黨,694,1482,1702,recall_agree_votes,-788,3184,5218,2673
10018030013,新竹市,香山區,大庄里,新竹市第01選區,林志潔,民主進步黨,819,1622,1721,recall_agree_votes,-803,3343,5621,2765
10018010029,新竹市,東區,新興里,新竹市第01選區,林志潔,民主進步黨,802,1618,1976,recall_agree_votes,-816,3594,5976,2993
10018020031,新竹市,北區,育英里,新竹市第01選區,林志潔,民主進步黨,890,1709,2035,recall_agree_votes,-819,3744,6490,3270
10018010023,新竹市,東區,光復里,新竹市第01選區,林志潔,民主進步黨,710,1531,1816,recall_agree_votes,-821,3347,5559,2756
10018010039,新竹市,東區,水源里,新竹市第01選區,林志潔,民主進步黨,916,1758,1950,recall_agree_votes,-842,3708,6139,3129
10018030006,新竹市,香山區,埔前里,新竹市第01選區,林志潔,民主進步黨,859,1780,1855,recall_agree_votes,-921,3635,6119,3019
10018010049,新竹市,東區,新光里,新竹市第01選區,林志潔,民主進步黨,823,1756,2267,recall_agree_votes,-933,4023,6757,3255
10018020029,新竹市,北區,海濱里,新竹市第01選區,林志潔,民主進步黨,1002,1974,3023,recall_agree_votes,-972,4997,9260,4420
10018030012,新竹市,香山區,香山里,新竹市第01選區,林志潔,民主進步黨,1077,2066,2903,recall_agree_votes,-989,4969,8469,4179
10018020038,新竹市,北區,新雅里,新竹市第01選區,林志潔,民主進步黨,1157,2275,2693,recall_agree_votes,-1118,4968,8651,4368
10018020014,新竹市,北區,民富里,新竹市第01選區,林志潔,民主進步黨,1207,2353,2686,recall_agree_votes,-1146,5039,8926,4523
10018010054,新竹市,東區,關新里,新竹市第01選區,林志潔,民主進步黨,914,2062,2564,recall_agree_votes,-1148,4626,7925,3985
10018020024,新竹市,北區,南寮里,新竹市第01選區,林志潔,民主進步黨,1375,2534,3497,recall_agree_votes,-1159,6031,11543,5590
10018010020,新竹市,東區,三民里,新竹市第01選區,林志潔,民主進步黨,1141,2360,3005,recall_agree_votes,-1219,5365,9040,4443
10018030002,新竹市,香山區,虎山里,新竹市第01選區,林志潔,民主進步黨,1438,2725,3011,recall_agree_votes,-1287,5736,10428,5247
10018020034,新竹市,北區,南勢里,新竹市第01選區,林志潔,民主進步黨,1325,2625,2519,recall_agree_votes,-1300,5144,8373,4151
10018020043,新竹市,北區,金雅里,新竹市第01選區,林志潔,民主進步黨,868,2195,2856,recall_agree_votes,-1327,5051,7830,3528
10018030009,新竹市,香山區,頂埔里,新竹市第01選區,林志潔,民主進步黨,1169,2603,3141,recall_agree_votes,-1434,5744,9851,4874
10017050004,基隆市,中山區,中山里,基隆市第01選區,鄭文婷,民主進步黨,280,1824,1805,recall_agree_votes,-1544,3629,6880,908
10018020037,新竹市,北區,磐石里,新竹市第01選區,林志潔,民主進步黨,1320,2913,3293,recall_agree_votes,-1593,6206,10159,5095
10018010041,新竹市,東區,埔頂里,新竹市第01選區,柯美蘭,無黨籍及未經政黨推薦,1560,3479,5261,recall_agree_votes,-1919,8740,15488,6890
10018010022,新竹市,東區,東勢里,新竹市第01選區,林志潔,民主進步黨,880,2815,3455,recall_agree_votes,-1935,6270,10281,3827
10018010005,新竹市,東區,東門里,新竹市第01選區,林志潔,民主進步黨,162,2564,2340,recall_agree_votes,-2402,4904,8055,506
